periodicity,seasonadj,geo_level,geography,ind_level,industry,ownercode,sex,agegrp,race,ethnicity,education,firmage,firmsize,year,quarter,_TYPE_,_FREQ_,e
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,4,65535,1,1431554
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,1,65535,1,1428298
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,2,65535,1,1477321
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,3,65535,1,1452818
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,4,65535,1,1449744
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,1,65535,1,1423795
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,2,65535,1,1475831
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,3,65535,1,1455305
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,4,65535,1,1456485
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,1,65535,1,1450260
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,2,65535,1,1492389
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,3,65535,1,1467931
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,4,65535,1,1474227
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,1,65535,1,1465438
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,2,65535,1,1509506
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,3,65535,1,1483437
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,4,65535,1,1491708
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,1,65535,1,1481419
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,2,65535,1,1529174
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,3,65535,1,1509485
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,4,65535,1,1520955
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,1,65535,1,1506360
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,2,65535,1,1558001
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,3,65535,1,1538125
Q,U,S,01,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,4,65535,1,
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,1,65535,1,183215
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,2,65535,1,227371
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,3,65535,1,216300
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,4,65535,1,196401
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,1,65535,1,196321
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,2,65535,1,229730
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,3,65535,1,221898
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,4,65535,1,198178
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,1,65535,1,198636
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,2,65535,1,232603
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,3,65535,1,222861
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,4,65535,1,201210
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,1,65535,1,204839
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,2,65535,1,236088
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,3,65535,1,228341
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,4,65535,1,203271
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,1,65535,1,207847
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,2,65535,1,245633
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,3,65535,1,234871
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,4,65535,1,208291
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,1,65535,1,209888
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,2,65535,1,253446
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,3,65535,1,241861
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,4,65535,1,213506
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,1,65535,1,219555
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,2,65535,1,259531
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,3,65535,1,242923
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,4,65535,1,216414
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,1,65535,1,221176
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,2,65535,1,260984
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,3,65535,1,246346
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,4,65535,1,220112
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,1,65535,1,226321
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,2,65535,1,264283
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,3,65535,1,249439
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,4,65535,1,221649
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,1,65535,1,226138
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,2,65535,1,257160
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,3,65535,1,247505
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,4,65535,1,218354
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,1,65535,1,225109
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,2,65535,1,261496
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,3,65535,1,253419
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,4,65535,1,223684
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,1,65535,1,231016
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,2,65535,1,267758
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,3,65535,1,256763
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,4,65535,1,231374
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,1,65535,1,236577
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,2,65535,1,272578
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,3,65535,1,260943
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,4,65535,1,237396
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,1,65535,1,239638
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,2,65535,1,277024
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,3,65535,1,265312
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,4,65535,1,235322
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,1,65535,1,244254
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,2,65535,1,281337
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,3,65535,1,266619
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,4,65535,1,237529
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,1,65535,1,244663
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,2,65535,1,285628
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,3,65535,1,269209
Q,U,S,02,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,4,65535,1,
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,1,65535,1,1881947
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,2,65535,1,2003100
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,3,65535,1,2004340
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,4,65535,1,2078482
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,1,65535,1,2074003
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,2,65535,1,2096712
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,3,65535,1,2116291
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,4,65535,1,2190118
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,1,65535,1,2246073
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,2,65535,1,2240946
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,3,65535,1,2267355
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,4,65535,1,2323637
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,1,65535,1,2178323
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,2,65535,1,2248662
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,3,65535,1,2280506
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,4,65535,1,2355238
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,1,65535,1,2220873
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,2,65535,1,2170883
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,3,65535,1,2136264
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,4,65535,1,2163814
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,1,65535,1,2016459
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,2,65535,1,1960360
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,3,65535,1,1941659
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,4,65535,1,2021426
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,1,65535,1,1968900
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,2,65535,1,1995799
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,3,65535,1,1938184
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,4,65535,1,1984632
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,1,65535,1,1974875
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,2,65535,1,2014358
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,3,65535,1,2004829
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,4,65535,1,2092977
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,1,65535,1,2033191
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,2,65535,1,2034076
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,3,65535,1,2042764
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,4,65535,1,2127693
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,1,65535,1,2090580
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,2,65535,1,2102740
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,3,65535,1,2097746
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,4,65535,1,2181114
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,1,65535,1,2137996
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,2,65535,1,2161016
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,3,65535,1,2157481
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,4,65535,1,2231613
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,1,65535,1,2201117
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,2,65535,1,2226084
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,3,65535,1,2217753
Q,U,S,04,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,4,65535,1,
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,3,65535,1,901198
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,4,65535,1,920589
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,1,65535,1,911890
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,2,65535,1,932746
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,3,65535,1,932215
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,4,65535,1,926267
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,1,65535,1,919643
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,2,65535,1,948916
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,3,65535,1,946469
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,4,65535,1,932403
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,1,65535,1,941024
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,2,65535,1,964800
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,3,65535,1,945834
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,4,65535,1,960858
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,1,65535,1,982316
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,2,65535,1,983412
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,3,65535,1,969686
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,4,65535,1,971004
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,1,65535,1,970584
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,2,65535,1,982952
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,3,65535,1,968358
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,4,65535,1,964732
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,1,65535,1,965167
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,2,65535,1,981376
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,3,65535,1,967240
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,4,65535,1,945830
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,1,65535,1,928742
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,2,65535,1,936206
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,3,65535,1,921333
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,4,65535,1,903840
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,1,65535,1,911698
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,2,65535,1,943156
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,3,65535,1,932916
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,4,65535,1,919335
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,1,65535,1,918654
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,2,65535,1,950764
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,3,65535,1,936516
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,4,65535,1,932007
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,1,65535,1,926872
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,2,65535,1,957956
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,3,65535,1,940807
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,4,65535,1,929318
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,1,65535,1,929610
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,2,65535,1,955009
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,3,65535,1,936655
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,4,65535,1,943632
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,1,65535,1,933024
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,2,65535,1,967242
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,3,65535,1,952927
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,4,65535,1,960377
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,1,65535,1,956429
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,2,65535,1,989728
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,3,65535,1,977447
Q,U,S,05,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,4,65535,1,
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1991,3,65535,1,10205283
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1991,4,65535,1,10548720
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1992,1,65535,1,10248123
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1992,2,65535,1,10637136
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1992,3,65535,1,10547635
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1992,4,65535,1,10191122
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1993,1,65535,1,10070011
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1993,2,65535,1,10463555
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1993,3,65535,1,10481539
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1993,4,65535,1,10208884
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1994,1,65535,1,10146968
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1994,2,65535,1,10571154
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1994,3,65535,1,10607837
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1994,4,65535,1,10341027
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1995,1,65535,1,10327040
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1995,2,65535,1,10795276
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1995,3,65535,1,10944716
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1995,4,65535,1,10835126
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1996,1,65535,1,10819045
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1996,2,65535,1,11247036
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1996,3,65535,1,11226976
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1996,4,65535,1,11166908
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1997,1,65535,1,11098021
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1997,2,65535,1,11610655
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1997,3,65535,1,11703156
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1997,4,65535,1,11438326
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1998,1,65535,1,11591318
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1998,2,65535,1,11944547
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1998,3,65535,1,12069508
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1998,4,65535,1,11870191
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1999,1,65535,1,12033418
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1999,2,65535,1,12373857
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1999,3,65535,1,12471928
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,1999,4,65535,1,12337880
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,1,65535,1,12368290
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,2,65535,1,12853865
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,3,65535,1,12881345
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,4,65535,1,12701770
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,1,65535,1,12546878
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,2,65535,1,12802213
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,3,65535,1,12621824
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,4,65535,1,12268379
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,1,65535,1,12193824
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,2,65535,1,12609172
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,3,65535,1,12512988
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,4,65535,1,12334012
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,1,65535,1,12245151
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,2,65535,1,12556319
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,3,65535,1,12558311
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,4,65535,1,12498223
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,1,65535,1,12267402
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,2,65535,1,12829901
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,3,65535,1,12796716
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,4,65535,1,12631028
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,1,65535,1,12513095
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,2,65535,1,13074743
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,3,65535,1,13079024
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,4,65535,1,12962906
Q,U,S,06,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,1,65535,1,12903624
